0,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2746,Thabo Sefolosha,2008-09,24,CHI,NBA,SF,43,14,17.1,1.8,4.2,0.434,0.3,1.2,0.3,1.5,3.1,0.485,0.475,0.5,0.6,0.84,0.6,2.3,2.9,1.5,0.8,0.4,0.9,1.2,4.5
2747,Thabo Sefolosha,2008-09,24,OKC,NBA,SG,23,22,31.2,3.2,7.6,0.417,0.4,1.6,0.243,2.8,6,0.464,0.443,1.7,2.1,0.833,1.2,4,5.2,2,1.7,1.1,1.2,2.3,8.5
2748,Thabo Sefolosha,2009-10,25,OKC,NBA,SG,82,82,28.6,2.4,5.4,0.44,0.5,1.6,0.313,1.9,3.8,0.494,0.486,0.7,1.1,0.674,0.9,3.8,4.7,1.8,1.2,0.6,1.1,1.9,6
2749,Thabo Sefolosha,2010-11,26,OKC,NBA,SG,79,79,25.9,2,4.2,0.471,0.4,1.3,0.275,1.6,2.9,0.558,0.514,0.7,1,0.747,0.8,3.6,4.4,1.4,1.2,0.5,0.7,2.2,5.1
2750,Thabo Sefolosha,2011-12,27,OKC,NBA,SG,42,42,21.8,1.6,3.7,0.432,0.7,1.7,0.437,0.9,2,0.429,0.532,0.9,1,0.884,0.5,2.5,3,1.1,0.9,0.4,1,1.9,4.8
2751,Thabo Sefolosha,2012-13,28,OKC,NBA,SG,81,81,27.5,2.8,5.8,0.481,1.3,3.2,0.419,1.4,2.6,0.558,0.597,0.7,0.9,0.826,0.7,3.2,3.9,1.5,1.3,0.5,0.8,2.2,7.6
2752,Thabo Sefolosha,2013-14,29,OKC,NBA,SG,61,61,26,2.3,5.6,0.415,0.8,2.5,0.316,1.5,3.1,0.495,0.485,0.9,1.1,0.768,0.8,2.8,3.6,1.5,1.3,0.3,0.9,1.5,6.3
2753,Thabo Sefolosha,2014-15,30,ATL,NBA,SF,52,7,18.8,2,4.8,0.418,0.5,1.5,0.321,1.5,3.3,0.462,0.468,0.9,1.1,0.776,1,3.3,4.3,1.4,1,0.4,0.7,1.3,5.3
2754,Thabo Sefolosha,2015-16,31,ATL,NBA,SF,75,11,23.4,2.5,5,0.505,0.6,1.7,0.339,1.9,3.3,0.589,0.562,0.8,1.3,0.626,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,6.4
2755,Thabo Sefolosha,2016-17,32,ATL,NBA,SF,62,42,25.7,2.8,6.4,0.441,0.7,1.9,0.342,2.1,4.4,0.484,0.492,0.9,1.2,0.733,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2
2756,Thabo Sefolosha,2017-18,33,UTA,NBA,SF,38,6,21.2,3.1,6.3,0.492,0.8,2.2,0.381,2.3,4.1,0.551,0.558,1.2,1.4,0.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
2757,Wayne Selden,2016-17,22,TOT,NBA,SG,14,5,16.9,1.8,4.1,0.431,0.5,2,0.25,1.3,2.1,0.6,0.491,1,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1
2758,Wayne Selden,2016-17,22,NOP,NBA,SG,3,3,15.7,1.7,2.7,0.625,1.3,2.3,0.571,0.3,0.3,1,0.875,0.7,1.3,0.5,0,1.7,1.7,0.3,0.7,0,1,2,5.3
2759,Wayne Selden,2016-17,22,MEM,NBA,SG,11,2,17.2,1.8,4.5,0.4,0.3,1.9,0.143,1.5,2.6,0.586,0.43,1.1,1.6,0.667,0.1,0.9,1,1.1,0.4,0.1,0.8,1.1,5
2760,Wayne Selden,2017-18,23,MEM,NBA,SG,35,9,19.8,3.3,7.7,0.431,1.4,3.5,0.402,1.9,4.2,0.456,0.522,1.3,1.7,0.746,0.5,1.1,1.6,1.9,0.5,0.1,1.5,1.7,9.3
2761,Ramon Sessions,2007-08,21,MIL,NBA,PG,17,7,26.5,3,6.9,0.436,0.2,0.4,0.429,2.8,6.5,0.436,0.449,1.9,2.4,0.78,0.5,2.9,3.4,7.5,1,0.2,2.1,1.5,8.1
2762,Ramon Sessions,2008-09,22,MIL,NBA,PG,79,39,27.5,4.4,9.8,0.445,0.1,0.4,0.176,4.3,9.4,0.457,0.449,3.6,4.5,0.794,0.8,2.6,3.4,5.7,1.1,0.1,1.9,2,12.4
2763,Ramon Sessions,2009-10,23,MIN,NBA,PG,82,1,21.1,3.1,6.8,0.456,0,0.2,0.067,3.1,6.6,0.467,0.457,2,2.8,0.717,0.7,1.9,2.6,3.1,0.7,0.1,1.7,1.7,8.2
2764,Ramon Sessions,2010-11,24,CLE,NBA,PG,81,38,26.3,4.5,9.6,0.466,0,0.2,0.2,4.4,9.4,0.472,0.468,4.3,5.2,0.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,13.3
2765,Ramon Sessions,2011-12,25,TOT,NBA,PG,64,23,26.7,3.8,8.8,0.428,0.7,1.5,0.443,3.1,7.3,0.425,0.466,3,3.9,0.782,0.5,2.8,3.3,5.5,0.7,0,2.2,1.6,11.3
2766,Ramon Sessions,2011-12,25,CLE,NBA,PG,41,4,24.5,3.4,8.6,0.398,0.6,1.5,0.419,2.8,7.1,0.394,0.435,3,3.6,0.83,0.5,2.6,3.1,5.2,0.7,0,2,1.5,10.5
2767,Ramon Sessions,2011-12,25,LAL,NBA,PG,23,19,30.5,4.4,9.2,0.479,0.7,1.5,0.486,3.7,7.7,0.477,0.519,3.1,4.4,0.713,0.6,3.2,3.8,6.2,0.7,0.1,2.6,1.6,12.7
2768,Ramon Sessions,2012-13,26,CHA,NBA,SG,61,0,27.1,4.5,11.1,0.408,0.5,1.8,0.308,4,9.3,0.427,0.433,4.8,5.7,0.839,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5,14.4
2769,Ramon Sessions,2013-14,27,TOT,NBA,PG,83,19,26.7,4,9.3,0.429,0.4,1.5,0.282,3.6,7.8,0.457,0.452,3.9,4.9,0.807,0.5,2,2.4,4.1,0.6,0.1,1.8,1.1,12.3
2770,Ramon Sessions,2013-14,27,CHA,NBA,PG,55,7,23.7,3.5,8.5,0.409,0.3,1.2,0.221,3.2,7.2,0.441,0.425,3.3,4.3,0.782,0.4,1.7,2.1,3.7,0.6,0.1,1.7,0.9,10.5
2771,Ramon Sessions,2013-14,27,MIL,NBA,PG,28,12,32.5,5,10.9,0.461,0.7,2,0.357,4.3,8.9,0.484,0.493,5.1,6.1,0.841,0.6,2.5,3.1,4.8,0.6,0.1,2,1.4,15.8
2772,Ramon Sessions,2014-15,28,TOT,NBA,PG,64,10,18.6,2,5.2,0.374,0.3,0.9,0.317,1.7,4.3,0.387,0.403,2.1,2.7,0.769,0.4,1.9,2.3,2.8,0.5,0,1.3,1.1,6.3
2773,Ramon Sessions,2014-15,28,SAC,NBA,PG,36,7,17.8,1.8,5.1,0.344,0.2,0.8,0.214,1.6,4.3,0.368,0.361,1.8,2.4,0.727,0.4,1.6,1.9,2.7,0.4,0,1.4,1.3,5.4
2774,Ramon Sessions,2014-15,28,WAS,NBA,PG,28,3,19.5,2.2,5.4,0.411,0.5,1.1,0.406,1.8,4.3,0.412,0.454,2.5,3,0.812,0.4,2.3,2.7,3.1,0.6,0,1.3,1,7.4
2775,Ramon Sessions,2015-16,29,WAS,NBA,PG,82,5,20.3,3.4,7.2,0.473,0.4,1.4,0.324,3,5.9,0.507,0.503,2.6,3.5,0.756,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9
2776,Ramon Sessions,2016-17,30,CHO,NBA,PG,50,1,16.2,2,5.3,0.38,0.4,1.2,0.339,1.6,4,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2
2777,Ramon Sessions,2017-18,31,TOT,NBA,PG,28,3,14,1.5,4.2,0.359,0.3,0.9,0.308,1.2,3.3,0.374,0.393,1.6,2,0.772,0.2,1.1,1.4,2.8,0.5,0.1,1.1,1,4.9
2778,Ramon Sessions,2017-18,31,NYK,NBA,PG,13,3,12.8,1.3,4.1,0.321,0.2,0.8,0.182,1.2,3.2,0.357,0.34,0.9,1.2,0.8,0.1,1.3,1.4,2.1,0.5,0.1,1.2,1.1,3.7
2779,Ramon Sessions,2017-18,31,WAS,NBA,PG,15,0,15,1.7,4.3,0.391,0.4,1,0.4,1.3,3.3,0.388,0.438,2.1,2.8,0.762,0.3,1,1.3,3.3,0.5,0.1,1,1,5.9
2780,Iman Shumpert,2011-12,21,NYK,NBA,PG,59,35,28.9,3.6,9.1,0.401,0.8,2.7,0.306,2.8,6.4,0.44,0.446,1.5,1.8,0.798,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5
2781,Iman Shumpert,2012-13,22,NYK,NBA,SG,45,45,22.1,2.4,6.1,0.396,1.1,2.8,0.402,1.3,3.3,0.392,0.489,0.8,1,0.766,0.7,2.3,3,1.7,1,0.2,0.8,2.2,6.8
2782,Iman Shumpert,2013-14,23,NYK,NBA,SG,74,58,26.5,2.5,6.5,0.378,1,3.1,0.333,1.4,3.5,0.418,0.457,0.7,1,0.746,1.1,3.1,4.2,1.7,1.2,0.2,1.1,2.8,6.7
2783,Iman Shumpert,2014-15,24,TOT,NBA,SG,62,25,24.9,3.1,7.6,0.41,1.1,3.2,0.342,2,4.4,0.458,0.481,0.7,1,0.672,0.9,2.7,3.6,2.2,1.3,0.3,1.5,2.2,8
2784,Iman Shumpert,2014-15,24,NYK,NBA,SG,24,24,26,3.7,9,0.409,1,2.8,0.348,2.7,6.2,0.436,0.463,1,1.5,0.676,0.9,2.5,3.4,3.3,1.3,0.1,1.8,2.8,9.3
2785,Iman Shumpert,2014-15,24,CLE,NBA,SG,38,1,24.2,2.8,6.7,0.41,1.2,3.4,0.338,1.6,3.3,0.484,0.496,0.5,0.7,0.667,0.9,2.9,3.8,1.5,1.3,0.3,1.3,1.9,7.2
2786,Iman Shumpert,2015-16,25,CLE,NBA,SG,54,5,24.4,2.1,5.6,0.374,0.8,2.7,0.295,1.3,2.9,0.447,0.444,0.7,0.9,0.784,0.6,3.2,3.8,1.7,1,0.4,1.1,2.2,5.8
2787,Iman Shumpert,2016-17,26,CLE,NBA,SG,76,31,25.5,2.6,6.4,0.411,1.2,3.4,0.36,1.4,3,0.469,0.507,0.9,1.2,0.789,0.5,2.4,2.9,1.4,0.8,0.4,1,2,7.5
2788,Iman Shumpert,2017-18,27,CLE,NBA,SG,14,6,19.7,1.6,4.1,0.379,0.5,1.9,0.269,1.1,2.3,0.469,0.44,0.8,1.1,0.733,0.5,2.4,2.9,1.2,0.6,0.3,1.1,1.6,4.4
2789,Pascal Siakam,2016-17,22,TOR,NBA,PF,55,38,15.6,1.9,3.7,0.502,0,0.1,0.143,1.9,3.6,0.515,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2,4.2
2790,Pascal Siakam,2017-18,23,TOR,NBA,PF,81,5,20.7,3.1,6.1,0.508,0.4,1.6,0.22,2.8,4.5,0.612,0.537,0.7,1.1,0.621,1,3.5,4.5,2,0.8,0.5,0.8,2,7.3
2791,Xavier Silas,2011-12,24,PHI,NBA,SG,2,0,19.5,2,7.5,0.267,0.5,3,0.167,1.5,4.5,0.333,0.3,1,1.5,0.667,1,1,2,1.5,0,0,1.5,2.5,5.5
2792,Xavier Silas,2012-13,25,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,Xavier Silas,2013-14,26,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,Xavier Silas,2014-15,27,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,Xavier Silas,2015-16,28,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,Xavier Silas,2016-17,29,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,Xavier Silas,2017-18,30,BOS,NBA,SG,2,0,3.5,0,1.5,0,0,1,0,0,0.5,0,0,0,0,0.5,0.5,1,0,0.5,0,0,0.5,0,
2798,Ben Simmons,2017-18,21,PHI,NBA,PG,81,81,33.7,6.7,12.3,0.545,0,0.1,0,6.7,12.2,0.551,0.545,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8
2799,Jonathon Simmons,2015-16,26,SAS,NBA,SG,55,2,14.8,2.2,4.4,0.504,0.3,0.9,0.383,1.9,3.5,0.533,0.541,1.3,1.7,0.75,0.3,1.5,1.7,1.1,0.4,0.1,1,1.9,6
2800,Jonathon Simmons,2016-17,27,SAS,NBA,SG,78,8,17.8,2.3,5.4,0.42,0.4,1.3,0.294,1.9,4.1,0.461,0.456,1.3,1.7,0.75,0.3,1.8,2.1,1.6,0.6,0.3,1,1.9,6.2
2801,Jonathon Simmons,2017-18,28,ORL,NBA,SG,69,50,29.4,5.1,11,0.465,1,3,0.338,4.1,8.1,0.512,0.511,2.7,3.5,0.768,0.9,2.6,3.5,2.5,0.8,0.2,2.1,2.5,13.9
2802,Kobi Simmons,2017-18,20,MEM,NBA,PG,32,12,20.1,2.5,5.9,0.423,0.3,1.2,0.282,2.2,4.7,0.46,0.452,0.8,0.8,1,0.4,1.1,1.6,2.1,0.6,0.2,1.4,1.9,6.1
2803,Kyle Singler,2012-13,24,DET,NBA,SF,82,74,28,3.4,7.8,0.428,0.9,2.4,0.35,2.5,5.4,0.464,0.483,1.2,1.5,0.806,1.3,2.7,4,0.9,0.7,0.5,1.2,2.6,8.8
2804,Kyle Singler,2013-14,25,DET,NBA,SF,82,36,28.5,3.3,7.3,0.447,1.1,3,0.382,2.1,4.3,0.492,0.525,1.9,2.2,0.826,1.4,2.3,3.7,0.9,0.7,0.5,1,2.6,9.6
2805,Kyle Singler,2014-15,26,TOT,NBA,SF,80,58,21.8,2.2,5.6,0.386,1.2,3,0.398,1,2.6,0.371,0.493,0.5,0.7,0.769,0.4,2,2.4,1.1,0.6,0.3,0.7,1.9,6
2806,Kyle Singler,2014-15,26,DET,NBA,SF,54,40,23.8,2.6,6.5,0.4,1.4,3.5,0.406,1.2,3,0.393,0.509,0.5,0.7,0.806,0.4,2.1,2.6,1.2,0.6,0.3,0.8,1.8,7.1
2807,Kyle Singler,2014-15,26,OKC,NBA,SF,26,18,17.5,1.2,3.7,0.333,0.8,2.1,0.37,0.5,1.6,0.286,0.438,0.4,0.6,0.688,0.4,1.7,2.1,0.7,0.5,0.3,0.5,2.1,3.7
2808,Kyle Singler,2015-16,27,OKC,NBA,SF,68,2,14.4,1.3,3.3,0.389,0.4,1.4,0.309,0.8,1.8,0.452,0.457,0.4,0.6,0.659,0.7,1.3,2.1,0.4,0.4,0.1,0.5,1.8,3.4
2809,Kyle Singler,2016-17,28,OKC,NBA,SF,32,2,12,1.1,2.6,0.41,0.2,1.2,0.189,0.8,1.4,0.587,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8
2810,Kyle Singler,2017-18,29,OKC,NBA,SF,12,0,4.9,0.6,1.8,0.333,0.2,0.4,0.4,0.4,1.3,0.313,0.381,0.6,1.1,0.538,0.1,0.8,0.8,0.2,0.1,0,0.3,0.3,1.9
2811,Marcus Smart,2014-15,20,BOS,NBA,PG,67,38,27,2.6,7.1,0.367,1.4,4.1,0.335,1.3,3.1,0.41,0.462,1.2,1.9,0.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8
2812,Marcus Smart,2015-16,21,BOS,NBA,PG,61,10,27.3,3,8.7,0.348,1,4,0.253,2,4.7,0.427,0.405,2.1,2.7,0.777,1.2,2.9,4.2,3,1.5,0.3,1.3,3,9.1
2813,Marcus Smart,2016-17,22,BOS,NBA,SG,79,24,30.4,3.4,9.5,0.359,1.2,4.2,0.283,2.2,5.3,0.42,0.422,2.6,3.2,0.812,1,2.9,3.9,4.6,1.6,0.4,2,2.4,10.6
2814,Marcus Smart,2017-18,23,BOS,NBA,SG,54,11,29.9,3.5,9.5,0.367,1.4,4.6,0.301,2.1,4.9,0.429,0.44,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2
2815,Dennis Smith,2017-18,20,DAL,NBA,PG,69,69,29.7,5.9,14.8,0.395,1.5,4.9,0.313,4.3,9.9,0.435,0.446,1.9,2.8,0.694,0.7,3,3.8,5.2,1,0.3,2.8,2.2,15.2
2816,Ish Smith,2010-11,22,TOT,NBA,PG,43,3,10.3,1,2.7,0.374,0.1,0.2,0.3,0.9,2.4,0.381,0.387,0.3,0.5,0.571,0.2,0.9,1.1,1.8,0.4,0,0.8,0.9,2.3
2817,Ish Smith,2010-11,22,HOU,NBA,PG,28,3,11.8,1.1,3,0.386,0.1,0.3,0.375,1,2.7,0.387,0.404,0.3,0.4,0.7,0.2,1.3,1.5,2.3,0.5,0.1,0.9,0.9,2.6
2818,Ish Smith,2010-11,22,MEM,NBA,PG,15,0,7.5,0.7,2.1,0.344,0,0.1,0,0.7,2,0.367,0.344,0.3,0.7,0.455,0.1,0.3,0.3,1,0.3,0,0.5,0.7,1.8
2819,Ish Smith,2011-12,23,TOT,NBA,PG,26,1,9,1.2,3.1,0.383,0.1,0.3,0.333,1.1,2.8,0.389,0.401,0.3,0.4,0.7,0.3,1.1,1.3,1.6,0.6,0.1,0.5,0.6,2.8
2820,Ish Smith,2011-12,23,GSW,NBA,PG,6,1,10.5,2,5,0.4,0.3,0.8,0.4,1.7,4.2,0.4,0.433,0.2,0.3,0.5,0.3,1.2,1.5,1.5,0.7,0,0.2,0.7,4.5
2821,Ish Smith,2011-12,23,ORL,NBA,PG,20,0,8.6,1,2.6,0.373,0.1,0.2,0.25,0.9,2.4,0.383,0.382,0.3,0.4,0.75,0.3,1.1,1.3,1.6,0.6,0.1,0.6,0.6,2.3
2822,Ish Smith,2012-13,24,TOT,NBA,PG,52,3,9.9,1.1,3.1,0.352,0.2,0.5,0.296,0.9,2.5,0.364,0.377,0.1,0.1,0.429,0.2,0.9,1.2,1.7,0.4,0.2,0.7,0.5,2.4
2823,Ish Smith,2012-13,24,ORL,NBA,PG,36,3,10.5,1.1,3.2,0.336,0.1,0.5,0.235,1,2.8,0.354,0.353,0.1,0.2,0.429,0.3,1,1.3,1.6,0.4,0.2,0.8,0.4,2.4
2824,Ish Smith,2012-13,24,MIL,NBA,PG,16,0,8.6,1.1,2.7,0.395,0.3,0.6,0.4,0.8,2.1,0.394,0.442,0,0,0.1,0.9,0.9,1.9,0.5,0.2,0.6,0.8,2.4,
2825,Ish Smith,2013-14,25,PHO,NBA,PG,70,1,14.4,1.7,4,0.423,0,0.3,0.043,1.7,3.7,0.457,0.425,0.3,0.6,0.564,0.4,1.4,1.8,2.6,0.7,0.2,0.9,0.9,3.7
2826,Ish Smith,2014-15,26,TOT,NBA,PG,55,14,15.1,2.6,6.7,0.39,0.3,1.1,0.3,2.3,5.6,0.407,0.414,0.6,1,0.596,0.3,1.5,1.8,3.3,0.7,0.1,1.4,0.9,6.1
2827,Ish Smith,2014-15,26,OKC,NBA,PG,30,0,5.2,0.5,1.5,0.333,0,0.2,0.2,0.5,1.3,0.35,0.344,0.2,0.3,0.667,0.2,0.7,0.9,0.9,0.1,0,0.3,0.4,1.2
2828,Ish Smith,2014-15,26,PHI,NBA,PG,25,14,27.1,5.1,12.9,0.398,0.7,2.2,0.309,4.4,10.7,0.416,0.424,1.1,1.9,0.583,0.4,2.5,2.9,6.1,1.3,0.2,2.8,1.5,12
2829,Ish Smith,2015-16,27,TOT,NBA,PG,77,53,29.1,5.2,12.6,0.411,0.7,2.2,0.329,4.4,10.4,0.428,0.44,1.6,2.3,0.693,0.6,3.4,4,6.5,1.1,0.3,2.3,1.7,12.6
2830,Ish Smith,2015-16,27,NOP,NBA,PG,27,3,22.9,3.6,8.4,0.43,0.4,1.2,0.303,3.3,7.2,0.451,0.452,1.2,1.6,0.767,0.5,2.9,3.4,5.7,0.9,0.2,1.7,1.4,8.9
2831,Ish Smith,2015-16,27,PHI,NBA,PG,50,50,32.4,6,14.8,0.405,0.9,2.7,0.336,5.1,12,0.42,0.436,1.8,2.7,0.669,0.6,3.7,4.3,7,1.3,0.4,2.6,1.9,14.7
2832,Ish Smith,2016-17,28,DET,NBA,PG,81,32,24.1,4.1,9.2,0.439,0.3,1.3,0.267,3.7,8,0.467,0.458,0.9,1.3,0.706,0.3,2.6,2.9,5.2,0.8,0.4,1.4,1.6,9.4
2833,Ish Smith,2017-18,29,DET,NBA,PG,82,35,24.9,4.7,9.8,0.486,0.4,1.2,0.347,4.3,8.5,0.506,0.507,1,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9
2834,J.R. Smith,2004-05,19,NOH,NBA,SG,76,56,24.5,3.9,9.8,0.394,1.1,3.7,0.288,2.8,6.1,0.458,0.449,1.5,2.1,0.689,0.5,1.5,2,1.9,0.7,0.1,1.4,1.8,10.3
2835,J.R. Smith,2005-06,20,NOK,NBA,SG,55,25,18,2.6,6.7,0.393,0.9,2.5,0.371,1.7,4.1,0.407,0.464,1.5,1.8,0.822,0.3,1.7,2,1.1,0.7,0.1,1,1.6,7.7
2836,J.R. Smith,2006-07,21,DEN,NBA,SG,63,24,23.3,4.5,10.2,0.441,2.4,6.1,0.39,2.1,4.2,0.515,0.557,1.6,2,0.81,0.5,1.8,2.3,1.4,0.8,0.1,1.3,2.3,13
2837,J.R. Smith,2007-08,22,DEN,NBA,SG,74,0,19.2,4.2,9.1,0.461,2.1,5.3,0.403,2.1,3.8,0.542,0.578,1.7,2.4,0.719,0.6,1.5,2.1,1.7,0.8,0.2,1.5,1.9,12.3
2838,J.R. Smith,2008-09,23,DEN,NBA,SG,81,18,27.7,5.2,11.7,0.446,2.2,5.6,0.397,3,6.1,0.491,0.541,2.5,3.4,0.754,0.5,3.1,3.7,2.8,1,0.2,1.9,2.3,15.2
2839,J.R. Smith,2009-10,24,DEN,NBA,SG,75,0,27.8,5.7,13.8,0.414,2.1,6.2,0.338,3.6,7.5,0.477,0.491,1.9,2.7,0.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,2.3,15.4
2840,J.R. Smith,2010-11,25,DEN,NBA,SF,79,6,24.9,4.3,9.9,0.435,1.6,4,0.39,2.7,5.9,0.466,0.514,2.1,2.8,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3
2841,J.R. Smith,2011-12,26,NYK,NBA,SG,35,1,27.6,4.7,11.6,0.407,1.9,5.5,0.347,2.8,6.1,0.462,0.49,1.1,1.6,0.709,0.8,3.1,3.9,2.4,1.5,0.2,1.3,2.5,12.5
2842,J.R. Smith,2012-13,27,NYK,NBA,SG,80,0,33.5,6.6,15.6,0.422,1.9,5.5,0.356,4.7,10.2,0.458,0.484,3,3.9,0.762,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1
2843,J.R. Smith,2013-14,28,NYK,NBA,SF,74,37,32.7,5.4,12.9,0.415,2.6,6.5,0.394,2.8,6.4,0.436,0.514,1.2,1.9,0.652,0.5,3.5,4,3,0.9,0.3,1.5,2.6,14.5
2844,J.R. Smith,2014-15,29,TOT,NBA,SG,70,51,29.7,4.5,10.8,0.417,2.3,6.1,0.383,2.2,4.7,0.462,0.525,0.8,1,0.75,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.3,12.1
2845,J.R. Smith,2014-15,29,NYK,NBA,SG,24,6,25.8,4.2,10.5,0.402,1.3,3.8,0.356,2.9,6.7,0.429,0.466,1.1,1.6,0.692,0.2,2.3,2.4,3.4,0.8,0.2,1.9,1.8,10.9
2846,J.R. Smith,2014-15,29,CLE,NBA,SG,46,45,31.8,4.7,11,0.425,2.8,7.3,0.39,1.8,3.7,0.494,0.555,0.6,0.7,0.818,0.6,2.9,3.5,2.5,1.4,0.4,1.1,2.6,12.7
2847,J.R. Smith,2015-16,30,CLE,NBA,SG,77,77,30.7,4.6,11,0.415,2.6,6.6,0.4,1.9,4.4,0.438,0.535,0.6,0.9,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4
2848,J.R. Smith,2016-17,31,CLE,NBA,SG,41,35,29,3,8.7,0.346,2.3,6.6,0.351,0.7,2.1,0.329,0.479,0.2,0.4,0.667,0.4,2.3,2.8,1.5,1,0.3,0.6,1.9,8.6
2849,J.R. Smith,2017-18,32,CLE,NBA,SG,80,61,28.1,3,7.4,0.403,1.8,4.8,0.375,1.2,2.7,0.453,0.524,0.5,0.7,0.696,0.4,2.6,2.9,1.8,0.9,0.1,1,2,8.3
2850,Jason Smith,2007-08,21,PHI,NBA,PF,76,1,14.6,1.9,4.1,0.455,0.1,0.2,0.286,1.8,3.9,0.463,0.461,0.7,1.1,0.659,1,2,3,0.3,0.3,0.7,0.6,1.9,4.5
2851,Jason Smith,2008-09,22,Did Not PlayÂ (injuryâ€”knee),,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,Jason Smith,2009-10,23,PHI,NBA,PF,56,2,11.8,1.3,3.1,0.431,0.2,0.5,0.345,1.2,2.6,0.448,0.46,0.5,0.8,0.69,1,1.4,2.4,0.6,0.4,0.5,0.6,2,3.4
2853,Jason Smith,2010-11,24,NOH,NBA,C,77,6,14.3,1.8,4,0.443,0,0,0,1.8,4,0.446,0.443,0.8,0.9,0.843,1.2,2,3.1,0.5,0.3,0.4,0.7,1.9,4.3
2854,Jason Smith,2011-12,25,NOH,NBA,PF,40,29,23.7,4.5,8.7,0.52,0,0.2,0.111,4.5,8.5,0.531,0.522,0.8,1.2,0.702,1.8,3.1,4.9,0.9,0.5,1,1,2.6,9.9
2855,Jason Smith,2012-13,26,NOH,NBA,C,51,0,17.2,3.3,6.7,0.49,0,0.1,0,3.3,6.6,0.496,0.49,1.7,2,0.843,1.3,2.4,3.6,0.7,0.3,0.9,1.1,2.4,8.2
2856,Jason Smith,2013-14,27,NOP,NBA,PF,31,27,26.8,4.2,9.1,0.465,0,0,4.2,9.1,0.465,0.465,1.3,1.6,0.78,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,9.7,
2857,Jason Smith,2014-15,28,NYK,NBA,C,82,31,21.8,3.1,7.2,0.434,0.2,0.5,0.357,3,6.7,0.44,0.447,1.5,1.9,0.83,1.2,2.8,4,1.7,0.4,0.5,1.3,2.5,8
2858,Jason Smith,2015-16,29,ORL,NBA,C,76,2,15.5,3.2,6.6,0.485,0.1,0.2,0.25,3.2,6.4,0.493,0.489,0.7,0.9,0.806,0.7,2.2,2.9,0.8,0.4,0.9,0.8,2.1,7.2
2859,Jason Smith,2016-17,30,WAS,NBA,C,74,3,14.4,2.4,4.4,0.529,0.5,1.1,0.474,1.9,3.4,0.546,0.585,0.5,0.7,0.686,0.9,2.6,3.5,0.5,0.3,0.7,0.8,2.3,5.7
2860,Jason Smith,2017-18,31,WAS,NBA,C,33,2,8.6,1.4,3.5,0.391,0.1,1,0.125,1.2,2.5,0.494,0.409,0.6,0.6,0.905,0.5,1.1,1.6,0.4,0.1,0.4,0.5,1.3,3.4
2861,Josh Smith,2004-05,19,ATL,NBA,SF,74,59,27.7,3.7,8.1,0.455,0.1,0.3,0.174,3.6,7.8,0.466,0.458,2.2,3.2,0.688,2,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7
2862,Josh Smith,2005-06,20,ATL,NBA,SF,80,73,32,4.1,9.7,0.425,0.4,1.4,0.309,3.7,8.3,0.444,0.447,2.6,3.7,0.719,2.2,4.4,6.6,2.4,0.8,2.6,2,3.3,11.3
